,structure,exfoliation_en
0,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.6673053432782647, 0.0, 0.0], [0.0, 3.6673053432782647, 0.0], [0.0, 0.0, 27.311209]], 'a': 3.6673053432782647, 'b': 3.6673053432782647, 'c': 27.311209, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 367.3119588080003}, 'sites': [{'species': [{'element': 'Hf', 'occu': 1}], 'abc': [0.4071739999999977, 0.9071739999999977, 0.2659193099683725], 'xyz': [1.4932313858439759, 3.3268840574831082, 7.262577851682005], 'label': 'Hf', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Hf', 'occu': 1}], 'abc': [0.9071739999999977, 0.4071739999999977, 0.1116256900316323], 'xyz': [3.3268840574831082, 1.4932313858439759, 3.048632550223126], 'label': 'Hf', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.9071739999999977, 0.9071739999999977, 0.1887720000000002], 'xyz': [3.3268840574831082, 3.3268840574831082, 5.155591545348005], 'label': 'Si', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.4071739999999977, 0.4071739999999977, 0.1887720000000002], 'xyz': [1.4932313858439759, 1.4932313858439759, 5.155591545348005], 'label': 'Si', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.9071739999999977, 0.4071739999999977, 0.3170533868974554], 'xyz': [3.3268840574831082, 1.4932313858439759, 8.659111313714266], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.4071739999999977, 0.9071739999999977, 0.0604916131025426], 'xyz': [1.4932313858439759, 3.3268840574831082, 1.6520990881906794], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",63.593833333333016
1,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.701361684913696, -0.0, 0.0], [-0.0, 4.699616557814899, 0.0], [0.0, 0.0, 25.4412]], 'a': 3.701361684913696, 'b': 4.699616557814899, 'c': 25.4412, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 442.5491819896326}, 'sites': [{'species': [{'element': 'As', 'occu': 1}], 'abc': [0.5, 0.9313488297515156, 0.2723990103937418], 'xyz': [1.850680842456848, 4.376982381401752, 6.930157703229264], 'label': 'As', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.0, 0.5686511702484844, 0.2723990103937418], 'xyz': [0.0, 2.6724424553205965, 6.930157703229264], 'label': 'As', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.5, 0.0686511702484846, 0.177311989606259], 'xyz': [1.850680842456848, 0.32263417641314784, 4.511029789970756], 'label': 'As', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [-0.0, 0.4313488297515153, 0.177311989606259], 'xyz': [0.0, 2.027174102494301, 4.511029789970756], 'label': 'As', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",134.86375000000007
2,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.3776024765474175, 0.0, 0.0], [0.0, 4.0426650061166, 0.0], [0.0, 0.0, 25.238364]], 'a': 3.3776024765474175, 'b': 4.0426650061166, 'c': 25.238364, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 344.61762830644733}, 'sites': [{'species': [{'element': 'Ti', 'occu': 1}], 'abc': [0.0, 0.5, 0.4743887340687018], 'xyz': [0.0, 2.0213325030583, 11.972795547925097], 'label': 'Ti', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Ti', 'occu': 1}], 'abc': [0.5, 0.0, 0.5256112659312983], 'xyz': [1.6888012382737088, 0.0, 13.265568452074906], 'label': 'Ti', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.5, 0.5, 0.3967510410248551], 'xyz': [1.6888012382737088, 2.0213325030583, 10.013347190764225], 'label': 'Br', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.0, 0.0, 0.603248958975152], 'xyz': [0.0, 0.0, 15.225016809235953], 'label': 'Br', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0, 0.0, 0.4786473191636003], 'xyz': [0.0, 0.0, 12.08027526867512], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5, 0.5, 0.5213526808363997], 'xyz': [1.6888012382737088, 2.0213325030583, 13.15808873132488], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",43.11466666666686
3,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[4.689404315713212, 0.0, 0.0], [0.0, 4.689404315713212, 0.0], [0.0, 0.0, 25.074031]], 'a': 4.689404315713212, 'b': 4.689404315713212, 'c': 25.074031, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 551.3908005615214}, 'sites': [{'species': [{'element': 'In', 'occu': 1}], 'abc': [0.5115419999999986, 0.5115419999999986, 0.1011809999999969], 'xyz': [2.3988272624685614, 2.3988272624685614, 2.5370155306109226], 'label': 'In', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.0115419999999986, 0.0115419999999986, 0.1011809999999969], 'xyz': [0.05412510461195533, 0.05412510461195533, 2.5370155306109226], 'label': 'In', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Bi', 'occu': 1}], 'abc': [0.0115419999999986, 0.5115419999999986, 0.1800719643619707], 'xyz': [0.05412510461195533, 2.3988272624685614, 4.515130016642949], 'label': 'Bi', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Bi', 'occu': 1}], 'abc': [0.5115419999999986, 0.0115419999999986, 0.0222900356380301], 'xyz': [2.3988272624685614, 0.05412510461195533, 0.5589010445790715], 'label': 'Bi', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",240.71548750000002
4,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.001644625447174, -5.963195e-10, 0.0], [-1.500822813758205, 2.5995002822102258, 0.0], [0.0, 0.0, 22.467047]], 'a': 3.001644625447174, 'b': 3.0016446884180246, 'c': 22.467047, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00001036075086, 'volume': 175.30533624694246}, 'sites': [{'species': [{'element': 'Nb', 'occu': 1}], 'abc': [0.3333330000000032, 0.6666669999999968, 0.1164709999999971], 'xyz': [-1.8348455439465283e-06, 1.7330010544414634, 2.616759431136935], 'label': 'Nb', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.6666669999999968, 0.3333330000000032, 0.0635961066053805], 'xyz': [1.5008236465345126, 0.866499227172443, 1.4288167161200942], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.6666669999999968, 0.3333330000000032, 0.1693458933946207], 'xyz': [1.5008236465345126, 0.866499227172443, 3.8047021461539328], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",67.44283333333368
5,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[0.1427597152478677, -4.48319899447355, -0.056182], [5.393578682861194, -0.1779185878064659, 0.0], [0.0, 0.0, 19.504737]], 'a': 4.4858232218256555, 'b': 5.396512395251375, 'c': 19.504737, 'alpha': 90.0, 'beta': 90.71761090130283, 'gamma': 86.28708573538826, 'volume': 471.1386176000954}, 'sites': [{'species': [{'element': 'Sb', 'occu': 1}], 'abc': [0.4839170139347179, 0.6748450497326232, 0.0171258331514117], 'xyz': [3.7089137295851975, -2.289563748517383, 0.306847445847286], 'label': 'Sb', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Sb', 'occu': 1}], 'abc': [-0.0083997746437962, 0.1744571444719049, 0.1540347039075975], 'xyz': [0.9397491860602073, 0.0066186924596816285, 3.0048783047295986], 'label': 'Sb', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.989234908289012, 0.2411745610859597, 0.9771043602715773], 'xyz': [1.442016865342227, -4.477846383462691, 19.002586373032873], 'label': 'As', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.5012335294167193, 0.740596709813492, 0.1940978348557268], 'xyz': [4.066022582579403, -2.378895575821596, 3.7576669189806933], 'label': 'As', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0608395522051625, 0.5507951119513185, 0.0084071110835489], 'xyz': [2.9794422115933927, -0.3707525077594885, 0.16056040289241585], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5927140178442659, 0.3255554335706498, 0.9821483891391898], 'xyz': [1.8405245310071574, -2.7151772518034027, 19.123246166183023], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5414097483444091, 0.5620756801449827, 0.1149245500691341], 'xyz': [3.108890908090753, -2.527251350627587, 2.2111556414603064], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0382015044650318, 0.0619490342131258, 0.0562357724996115], 'xyz': [0.3395806262552222, -0.1822868310881812, 1.0947177156729004], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5694418160818988, 0.0505192383573181, 0.1628833468210182], 'xyz': [0.353772838592495, -2.5619092888151536, 3.145004461312633], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.1041726840625675, 0.8250890366586301, 0.1890970982011779], 'xyz': [4.465054302297843, -0.6138255486578144, 3.6824365381411446], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",66.30685000000014
6,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.696881589343105, 0.0, 0.0], [0.0, 3.8938603321142122, 0.0], [0.0, 0.0, 28.4971]], 'a': 3.696881589343105, 'b': 3.8938603321142122, 'c': 28.4971, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 410.2197604304316}, 'sites': [{'species': [{'element': 'Mo', 'occu': 1}], 'abc': [0.25, 0.4314356912705982, 0.3240042106510008], 'xyz': [0.9242203973357762, 1.6799503240968563, 9.233180391342636], 'label': 'Mo', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Mo', 'occu': 1}], 'abc': [0.75, 0.5685643087294016, 0.2198097893489968], 'xyz': [2.7726611920073285, 2.213910008017355, 6.263941548057297], 'label': 'Mo', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.4669151758413606, 0.3825911631149809], 'xyz': [0.9242203973357762, 1.8181024816708062, 10.902738634403923], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.75, 0.5330848241586393, 0.1612218368850193], 'xyz': [2.7726611920073285, 2.0757578504434058, 4.594354807896083], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.4977664760669416, 0.2388329000255288], 'xyz': [0.9242203973357762, 1.9382331358133422, 6.806045035317497], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.75, 0.5022335239330585, 0.3049800999744713], 'xyz': [2.7726611920073285, 1.9556271963008705, 8.691048406982505], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.9818667082571331, 0.3156613791265778], 'xyz': [0.9242203973357762, 3.8232518267060085, 8.995433887108002], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.75, 0.018133291742867, 0.2281516208734223], 'xyz': [2.7726611920073285, 0.070608505408204, 6.501659555192003], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",45.94237500000009
7,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.4493232148119026, -5.974403345341194, 0.0], [3.4493231372511466, 5.974403390120917, 0.0], [0.0, 0.0, 23.444603]], 'a': 6.898646676926162, 'b': 6.898646676926163, 'c': 23.444603, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000311550531, 'volume': 966.2762522135178}, 'sites': [{'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.373712645898816, 0.3737091336408205, 0.1472844814709529], 'xyz': [2.5780992664369293, -2.0966911326691928e-05, 3.453026196147347], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [-3.5122579958e-06, 0.6262873541011835, 0.1472844814709529], 'xyz': [2.160255346155973, 3.74171427517789, 3.453026196147347], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.6262908663591796, 3.5122579961e-06, 0.1472844814709529], 'xyz': [2.160291739470147, -3.7416932634868387, 3.453026196147347], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.6262873541011839, 0.6262908663591797, 0.9996405185290502], 'xyz': [4.320547085626121, 2.101169105106493e-05, 23.43617509962773], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [3.5122579957e-06, 0.3737126458988165, 0.9996405185290502], 'xyz': [1.2890677910951736, 2.2326891149430277, 23.43617509962773], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.3737091336408203, -3.5122579962e-06, 0.9996405185290502], 'xyz': [1.2890314753417549, -2.2327100818543557, 23.43617509962773], 'label': 'Te', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Cr', 'occu': 1}], 'abc': [0.6666669999999968, 0.3333330000000032, 0.0734629630834456], 'xyz': [3.449323188958343, -1.9914717497893641, 1.7223100046950381], 'label': 'Cr', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Cr', 'occu': 1}], 'abc': [0.3333330000000032, 0.6666669999999968, 0.0734620369165503], 'xyz': [3.449323163104706, 1.9914717945690863, 1.722288291079866], 'label': 'Cr', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Ge', 'occu': 1}], 'abc': [-0.0, -0.0, 0.1250482024892394], 'xyz': [0.0, 0.0, 2.9317054632238295], 'label': 'Ge', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Ge', 'occu': 1}], 'abc': [-0.0, -0.0, 0.0218767975107566], 'xyz': [0.0, 0.0, 0.5128928325510768], 'label': 'Ge', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",89.47600000000034
8,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.6587909593344703, 0.0, 0.0], [-1.8293954796672351, 3.1686055750817173, 0.0], [0.0, 0.0, 30.34054]], 'a': 3.6587909593344703, 'b': 3.658790662427389, 'c': 30.34054, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000268438626, 'volume': 351.74593356432075}, 'sites': [{'species': [{'element': 'Zr', 'occu': 1}], 'abc': [-0.0, 0.0, 0.1235029160548898], 'xyz': [0.0, 0.0, 3.7471451646800262], 'label': 'Zr', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.6666669999999968, 0.3333330000000032, 0.2098310839451109], 'xyz': [1.8293973090626972, 1.0562008021587241, 6.366388395679995], 'label': 'Zr', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.3333330000000032, 0.6666669999999968, 0.0581565303032297], 'xyz': [-1.8293954620052233e-06, 2.112404772922993, 1.764500533926353], 'label': 'Br', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.3333330000000032, 0.6666669999999968, 0.2751764696967735], 'xyz': [-1.8293954620052233e-06, 2.112404772922993, 8.349002685893744], 'label': 'Br', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.6666669999999968, 0.3333330000000032, 0.1379717494333684], 'xyz': [1.8293973090626972, 1.0562008021587241, 4.186137382553091], 'label': 'N', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.0, -0.0, 0.1953612505666277], 'xyz': [0.0, 0.0, 5.927365837266791], 'label': 'N', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",36.73083333333338
9,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.921964558500007, 0.0, -0.415015], [0.0, 6.409044781896542, 0.0], [0.0, 0.0, 26.26216]], 'a': 3.943861489499239, 'b': 6.409044781896542, 'c': 26.26216, 'alpha': 90.0, 'beta': 96.04045387315541, 'gamma': 90.0, 'volume': 660.1268746467877}, 'sites': [{'species': [{'element': 'Pd', 'occu': 1}], 'abc': [0.5, 0.0, 0.1192240000000027], 'xyz': [1.9609822792500036, 0.0, 2.923572263840071], 'label': 'Pd', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Pd', 'occu': 1}], 'abc': [0.5, 0.5, 0.1192240000000027], 'xyz': [1.9609822792500036, 3.204522390948271, 2.923572263840071], 'label': 'Pd', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.9513440196143276, 0.25, 0.0415036073817662], 'xyz': [3.7311375278683285, 1.6022611954741355, 0.695152339336885], 'label': 'Se', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.0486559803856725, 0.75, 0.1969443926182321], 'xyz': [0.19082703063167905, 4.806783586422407, 5.151992188343071], 'label': 'Se', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.2094835550246615, 0.0362540097935694, 0.0509137064163671], 'xyz': [0.8215870783953085, 0.2323535722903021, 1.2501650865110994], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.2094835550246615, 0.4637459902064307, 0.0509137064163671], 'xyz': [0.8215870783953085, 2.9721688186579693, 1.2501650865110994], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.7878538736853, 0.25, 0.1047573434974982], 'xyz': [3.089934969870688, 1.6022611954741355, 2.4241829407187527], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.2121461263147002, 0.75, 0.1336906565025001], 'xyz': [0.83202958862932, 4.806783586422407, 3.4229615869612022], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.7905164449753386, 0.9637459902064307, 0.1875342935836313], 'xyz': [3.100377480104699, 6.176691209606241, 4.596979441168859], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.7905164449753386, 0.5362540097935693, 0.1875342935836313], 'xyz': [3.100377480104699, 3.4368759632385726, 4.596979441168859], 'label': 'O', 'properties': {'velocities': [0.0, 0.0, 0.0]}}], '@version': '2019.7.30'}",76.13090000000078
